name,developer,publisher,popular_tags,game_details,genre
Microsoft Flight Simulator X: Steam Edition,Microsoft Game Studios,"Dovetail Games - Flight,Dovetail Games - Flight","Flight,Simulation,Realistic,Open World,Multiplayer,Singleplayer,Moddable,Adventure,Atmospheric,First-Person,Action,Difficult,Massively Multiplayer,Co-op,Third Person,Strategy,Local Multiplayer,Military,Sandbox,VR","Single-player,Multi-player,Partial Controller Support",Simulation
Elite Dangerous,Frontier Developments,"Frontier Developments,Frontier Developments","Space Sim,Space,Open World,Exploration,Sci-fi,Simulation,Massively Multiplayer,Multiplayer,First-Person,Action,Sandbox,Adventure,Online Co-Op,Trading,VR,Singleplayer,RPG,Difficult,Strategy,TrackIR","Single-player,Multi-player,MMO,Co-op,Partial Controller Support","Action,Adventure,Massively Multiplayer,RPG,Simulation,Strategy"
Realm of the Mad God,"Wild Shadow Studios,Deca Games","Deca Games,Deca Games","Free to Play,Massively Multiplayer,Pixel Graphics,RPG,Perma Death,Multiplayer,Bullet Hell,MMORPG,Action,2D,Rogue-like,Open World,Indie,Difficult,Adventure,Co-op,Survival,Retro,Strategy,Casual","Multi-player,MMO,Co-op,Cross-Platform Multiplayer,Steam Achievements,Stats","Action,Free to Play,Indie,Massively Multiplayer,RPG"
Portal 2,Valve,"Valve,Valve","Puzzle,Co-op,First-Person,Sci-fi,Comedy,Singleplayer,Online Co-Op,Funny,Adventure,Science,Female Protagonist,Story Rich,Action,Multiplayer,Atmospheric,Masterpiece,Local Co-Op,FPS,Strategy,Space","Single-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Workshop,Steam Cloud,Stats,Includes level editor,Commentary available","Action,Adventure"
BeamNG.drive,BeamNG,"BeamNG,BeamNG","Early Access,Simulation,Driving,Physics,Destruction,Realistic,Racing,Open World,Sandbox,Moddable,Singleplayer,Early Access,First-Person,Funny,Third Person,Action,Multiplayer,Adventure,Casual,Free to Play","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Includes level editor","Racing,Simulation,Early Access"
DARK SOULS™ II,"FromSoftware, Inc","BANDAI NAMCO Entertainment,FromSoftware, Inc,BANDAI NAMCO Entertainment,FromSoftware, Inc","Masterpiece,RPG,Dark Fantasy,Difficult,Action RPG,Action,Unforgiving,Adventure,Exploration,Atmospheric,Co-op,Multiplayer,Fantasy,Epic,PvP,Third Person,Replay Value,Open World,Dark,Medieval","Single-player,Multi-player,Co-op,Steam Achievements,Full controller support","Action,RPG"
Total War™: ROME II - Emperor Edition,CREATIVE ASSEMBLY,"SEGA,SEGA","Strategy,Turn-Based Strategy,Historical,Grand Strategy,Rome,Tactical,Multiplayer,War,Turn-Based,Real Time Tactics,RTS,Singleplayer,Online Co-Op,Turn-Based Tactics,Masterpiece,Simulation,Moddable,Co-op,Action,Atmospheric","Single-player,Multi-player,Steam Trading Cards,Steam Cloud",Strategy
Left 4 Dead 2,Valve,"Valve,Valve","Zombies,Co-op,FPS,Multiplayer,Shooter,Action,Online Co-Op,Survival,Horror,First-Person,Gore,Team-Based,Moddable,Survival Horror,Post-apocalyptic,Singleplayer,Adventure,Replay Value,Local Co-Op,Tactical","Single-player,Multi-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Workshop,Steam Cloud,Valve Anti-Cheat enabled,Stats,Includes Source SDK,Commentary available",Action
Darkest Dungeon®,Red Hook Studios,"Red Hook Studios,Red Hook Studios","Turn-Based Combat,Dark Fantasy,Dungeon Crawler,RPG,Rogue-like,Lovecraftian,Difficult,Turn-Based,Singleplayer,Perma Death,Atmospheric,Strategy,Dark,Indie,2D,Horror,Rogue-lite,Gothic,Fantasy,Kickstarter","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Indie,RPG,Strategy"
Vampire: The Masquerade - Bloodlines,Troika Games,"Activision,Activision","RPG,Vampire,Cult Classic,Masterpiece,Singleplayer,Supernatural,Action,Horror,Dark,Atmospheric,Classic,Story Rich,Action RPG,Great Soundtrack,First-Person,Gothic,Female Protagonist,Third Person,Adventure,Stealth",Single-player,Action
Kenshi,Lo-Fi Games,"Lo-Fi Games,Lo-Fi Games","Open World,Sandbox,RPG,Survival,Strategy,Crafting,Building,Post-apocalyptic,City Builder,Singleplayer,Indie,Base Building,Simulation,Management,Adventure,RTS,Ninja,Early Access,Steampunk,Alternate History","Single-player,Steam Workshop,Includes level editor","Action,Indie,RPG,Simulation,Strategy"
Subnautica,Unknown Worlds Entertainment,"Unknown Worlds Entertainment,Unknown Worlds Entertainment","Survival,Open World,Exploration,Underwater,Crafting,Base Building,Singleplayer,First-Person,Adventure,Horror,Sci-fi,Sandbox,Aliens,Atmospheric,Early Access,Action,Indie,Survival Horror,VR,Multiplayer","Single-player,Steam Achievements,Full controller support,Steam Trading Cards","Adventure,Indie"
Grim Dawn,Crate Entertainment,"Crate Entertainment,Crate Entertainment","Action RPG,Dark Fantasy,Hack and Slash,RPG,Loot,Dungeon Crawler,Dark,Co-op,Multiplayer,Singleplayer,Fantasy,Action,Adventure,Atmospheric,Isometric,Post-apocalyptic,Indie,Zombies,Kickstarter,Crowdfunded","Single-player,Multi-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Adventure,Indie,RPG"
7 Days to Die,The Fun Pimps,"The Fun Pimps Entertainment LLC,The Fun Pimps Entertainment LLC","Early Access,Survival,Zombies,Open World,Crafting,Multiplayer,Sandbox,Building,Co-op,Survival Horror,Adventure,Action,Early Access,Horror,Online Co-Op,FPS,Singleplayer,RPG,Indie,Gore","Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Includes level editor","Action,Adventure,Indie,RPG,Simulation,Strategy,Early Access"
Fallout: New Vegas,Obsidian Entertainment,"Bethesda Softworks,Bethesda Softworks","Open World,RPG,Post-apocalyptic,Singleplayer,Moddable,Exploration,First-Person,Action,Story Rich,Adventure,Sci-fi,FPS,Atmospheric,Western,Action RPG,Survival,Sandbox,Character Customization,Masterpiece,Shooter","Single-player,Steam Achievements,Partial Controller Support,Steam Leaderboards","Action,RPG"
Wolfenstein: The New Order,Machine Games,"Bethesda-Soft,Bethesda-Soft","FPS,Action,Masterpiece,Shooter,Alternate History,First-Person,Gore,Singleplayer,Atmospheric,World War II,Story Rich,Sci-fi,Stealth,Old School,Adventure,War,Great Soundtrack,Robots,Dystopian,Epic","Single-player,Steam Achievements,Partial Controller Support,Steam Leaderboards",Action
Europa Universalis IV,Paradox Development Studio,"Paradox Interactive,Paradox Interactive","Grand Strategy,Strategy,Historical,Simulation,Real-Time with Pause,Multiplayer,Sandbox,Military,Replay Value,Singleplayer,Diplomacy,Political,Education,Moddable,RTS,Medieval,Great Soundtrack,Open World,Co-op,4X","Single-player,Multi-player,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud","Simulation,Strategy"
Starbound,Chucklefish,"Chucklefish,Chucklefish","Sandbox,Survival,Adventure,Space,Crafting,Indie,Multiplayer,Pixel Graphics,2D,Building,RPG,Exploration,Open World,Action,Sci-fi,Co-op,Platformer,Singleplayer,Atmospheric,Great Soundtrack","Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop","Action,Adventure,Casual,Indie,RPG"
PAYDAY 2,OVERKILL - a Starbreeze Studio.,"Starbreeze Publishing AB,Starbreeze Publishing AB","Co-op,Action,FPS,Heist,Online Co-Op,Stealth,Multiplayer,Crime,Shooter,Team-Based,First-Person,Great Soundtrack,Gun Customization,Tactical,PvE,Strategy,Singleplayer,Simulation,Funny,Adventure","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,In-App Purchases","Action,RPG"
"Papers, Please",Lucas Pope,"3909,3909","Indie,Political,Simulation,Point & Click,Singleplayer,Dystopian,Pixel Graphics,Puzzle,Retro,Multiple Endings,Story Rich,Atmospheric,2D,Strategy,Addictive,Great Soundtrack,Casual,Adventure,Replay Value,Difficult","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards","Adventure,Indie"
Prey,Arkane Studios,"Bethesda Softworks,Bethesda Softworks","Sci-fi,Space,Atmospheric,Singleplayer,FPS,Horror,Action,First-Person,Story Rich,Exploration,Aliens,Futuristic,Adventure,Open World,Survival Horror,Stealth,RPG,Psychological Horror,Great Soundtrack,Immersive Sim","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Adventure"
Tabletop Simulator,Berserk Games,"Berserk Games,Berserk Games","Board Game,Simulation,Multiplayer,Sandbox,Card Game,Physics,Casual,Moddable,Strategy,Indie,RPG,Chess,Online Co-Op,Co-op,Masterpiece,VR,Singleplayer,Comedy,Relaxing,Adventure","Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Co-op,Online Co-op,Local Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor","Casual,Indie,RPG,Simulation,Strategy"
Screencheat,Samurai Punk,"Samurai Punk,Samurai Punk","Split Screen,FPS,Local Multiplayer,Multiplayer,Action,Indie,4 Player Local,Controller,Funny,Local Co-Op,First-Person,Shooter,Comedy,Great Soundtrack,Arena Shooter","Single-player,Multi-player,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Indie"
Space Engineers,Keen Software House,"Keen Software House,Keen Software House","Space,Sandbox,Building,Multiplayer,Simulation,Survival,Open World,Physics,Crafting,Destruction,Co-op,Indie,Futuristic,Sci-fi,Singleplayer,Action,Early Access,Strategy,Adventure,Atmospheric","Single-player,Multi-player,Online Multi-Player,Co-op,Steam Achievements,Steam Workshop,Partial Controller Support,Steam Cloud,Includes level editor","Action,Indie,Simulation,Strategy"
Sid Meier's Civilization® V,"Firaxis Games,Aspyr (Mac),Aspyr (Linux)","2K,Aspyr (Mac),Aspyr (Linux),2K,Aspyr (Mac),Aspyr (Linux)","Turn-Based Strategy,Strategy,Turn-Based,Multiplayer,Historical,4X,Addictive,Singleplayer,Hex Grid,Grand Strategy,Replay Value,Co-op,Tactical,Economy,Diplomacy,Moddable,Masterpiece,Simulation,Classic,Great Soundtrack","Single-player,Multi-player,Steam Achievements,Steam Trading Cards,Steam Cloud",Strategy
Crypt of the NecroDancer,Brace Yourself Games,"Brace Yourself Games,Klei Entertainment,Brace Yourself Games,Klei Entertainment","Rhythm,Rogue-like,Great Soundtrack,Pixel Graphics,Dungeon Crawler,Indie,Female Protagonist,Difficult,Music,Local Co-Op,RPG,Rogue-lite,Action,2D,Procedural Generation,Singleplayer,Co-op,Adventure,Fantasy,Retro","Single-player,Local Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Workshop,Steam Cloud,Steam Leaderboards,Includes level editor","Action,Indie,RPG"
Garry's Mod,Facepunch Studios,"Valve,Valve","Sandbox,Multiplayer,Funny,Moddable,Building,Comedy,Co-op,First-Person,Mod,Simulation,Physics,Online Co-Op,FPS,Singleplayer,Action,Shooter,Animation & Modeling,Indie,Massively Multiplayer,Adventure","Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Captions available,Steam Workshop,Steam Cloud,Valve Anti-Cheat enabled,Includes level editor","Indie,Simulation"
Brawlhalla,Blue Mammoth Games,"Ubisoft,Ubisoft","Free to Play,Multiplayer,Fighting,2D,2D Fighter,Action,Local Multiplayer,Platformer,Co-op,Controller,Online Co-Op,Local Co-Op,4 Player Local,Beat 'em up,Indie,Singleplayer,Massively Multiplayer,Early Access,Survival,Adventure","Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Co-op,Online Co-op,Local Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards","Action,Free to Play,Indie"
Crusader Kings II,Paradox Development Studio,"Paradox Interactive,Paradox Interactive","Grand Strategy,Medieval,Strategy,Historical,Simulation,RPG,Sandbox,Politics,Multiplayer,Diplomacy,Replay Value,Singleplayer,Real-Time with Pause,Moddable,Political,Character Customization,Great Soundtrack,RTS,Education,Co-op","Single-player,Multi-player,Steam Trading Cards","RPG,Simulation,Strategy"
Call of Duty®: Black Ops III,"Treyarch,Aspyr (Mac)","Activision,Aspyr (Mac),Activision,Aspyr (Mac)","Multiplayer,FPS,Zombies,Shooter,Action,First-Person,Co-op,Singleplayer,Illuminati,Futuristic,Robots,Sci-fi,Gore,Great Soundtrack,Story Rich,Atmospheric,Quick-Time Events,Parkour,Simulation,Open World","Single-player,Multi-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Valve Anti-Cheat enabled,Steam Leaderboards","Action,Adventure"
Star Trek Online,Cryptic Studios,"Perfect World Entertainment,Perfect World Entertainment","Free to Play,Sci-fi,Space,Massively Multiplayer,RPG,MMORPG,Open World,Action,Multiplayer,Character Customization,Third Person,Adventure,PvP,PvE,Singleplayer,Co-op,Online Co-Op,Strategy,Tactical,Action RPG","Multi-player,MMO,Co-op,Steam Achievements,Full controller support,In-App Purchases","Free to Play,Massively Multiplayer,RPG"
The Forest,Endnight Games Ltd,"Endnight Games Ltd,Endnight Games Ltd","Survival,Open World,Horror,Crafting,Adventure,Building,Survival Horror,First-Person,Action,Exploration,Sandbox,Atmospheric,Simulation,Singleplayer,Indie,Realistic,Gore,Early Access,Masterpiece,Zombies","Single-player,Multi-player,Co-op,Partial Controller Support,Steam Cloud","Action,Adventure,Indie,Simulation"
Squad,Offworld Industries,"Offworld Industries,Offworld Industries","Early Access,Military,FPS,Realistic,Multiplayer,Tactical,Shooter,War,Team-Based,Action,First-Person,Strategy,Early Access,Simulation,Open World,Co-op,Massively Multiplayer,Atmospheric,Walking Simulator,Indie","Multi-player,Online Multi-Player,Steam Trading Cards,Steam Workshop,Partial Controller Support,Valve Anti-Cheat enabled","Action,Indie,Strategy,Early Access"
Terraria,Re-Logic,"Re-Logic,Re-Logic","Sandbox,Survival,2D,Adventure,Multiplayer,Crafting,Building,Pixel Graphics,Exploration,Co-op,Open World,Indie,Action,Online Co-Op,RPG,Singleplayer,Platformer,Replay Value,Atmospheric,Family Friendly","Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Adventure,Indie,RPG"
Kerbal Space Program,Squad,"Private Division ,Private Division ","Space,Simulation,Sandbox,Physics,Science,Space Sim,Building,Moddable,Indie,Education,Singleplayer,Open World,Exploration,Funny,Sci-fi,Difficult,Adventure,Replay Value,Strategy,Comedy","Single-player,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud","Indie,Simulation"
SMITE®,Titan Forge Games,"Hi-Rez Studios,Hi-Rez Studios","Free to Play,MOBA,Multiplayer,Third Person,Action,Mythology,Team-Based,Competitive,Strategy,PvP,Co-op,Massively Multiplayer,e-sports,RPG,MMORPG,Adventure,Funny,Survival,Casual,Nudity","Multi-player,Steam Achievements,Steam Trading Cards","Action,Free to Play"
ARK: Survival Evolved,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC","Studio Wildcard,Studio Wildcard","Survival,Open World,Dinosaurs,Multiplayer,Crafting,Building,Adventure,Base Building,Co-op,Action,First-Person,Sandbox,Early Access,Massively Multiplayer,Singleplayer,Dragons,RPG,Sci-fi,MMORPG,Indie","Single-player,Multi-player,MMO,Co-op,Steam Achievements,Full controller support,Steam Workshop,Steam Cloud,Valve Anti-Cheat enabled,Includes level editor","Action,Adventure,Indie,Massively Multiplayer,RPG"
DARK SOULS™ II: Scholar of the First Sin,"FromSoftware, Inc","BANDAI NAMCO Entertainment,FromSoftware, Inc,BANDAI NAMCO Entertainment,FromSoftware, Inc","Dark Fantasy,RPG,Difficult,Third Person,Action,Atmospheric,Action RPG,Co-op,Character Customization,Multiplayer,Fantasy,Adventure,Medieval,Dark,Singleplayer,Souls-like,Lore-Rich,PvP,Story Rich,Remake","Single-player,Multi-player,Co-op,Steam Achievements,Full controller support","Action,RPG"
Arma 3,Bohemia Interactive,"Bohemia Interactive,Bohemia Interactive","Military,Simulation,Multiplayer,Realistic,Open World,Tactical,FPS,War,Action,Strategy,Sandbox,Shooter,Co-op,Moddable,Online Co-Op,Team-Based,Third-Person Shooter,First-Person,Singleplayer,TrackIR","Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Co-op,Online Co-op,Local Co-op,Steam Achievements,Steam Trading Cards,Captions available,Steam Workshop,Partial Controller Support,Steam Leaderboards,Includes level editor","Action,Simulation,Strategy"
Team Fortress 2,Valve,"Valve,Valve","Free to Play,Multiplayer,FPS,Shooter,Action,Class-Based,Team-Based,Funny,First-Person,Online Co-Op,Competitive,Cartoony,Trading,Co-op,Comedy,Robots,Tactical,Cartoon,Crafting,Moddable","Multi-player,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Captions available,Steam Workshop,In-App Purchases,Partial Controller Support,Valve Anti-Cheat enabled,Stats,Includes level editor,Commentary available","Action,Free to Play"
War Thunder,Gaijin Entertainment,"Gaijin Entertainment,Gaijin Entertainment","Free to Play,World War II,Multiplayer,Simulation,War,Tanks,Flight,Military,Massively Multiplayer,Action,Realistic,Historical,Team-Based,Shooter,Strategy,Co-op,Arcade,FPS,Open World,TrackIR","Single-player,MMO,Co-op,Cross-Platform Multiplayer,Steam Achievements,In-App Purchases,Partial Controller Support","Action,Free to Play,Massively Multiplayer,Simulation"
Dying Light,Techland,"Techland Publishing,Techland Publishing","Zombies,Survival,Open World,Parkour,Co-op,Multiplayer,Action,First-Person,Horror,Gore,Survival Horror,Crafting,FPS,Adventure,Atmospheric,Shooter,Singleplayer,RPG,Stealth,Sandbox","Single-player,Multi-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Valve Anti-Cheat enabled,Includes level editor","Action,RPG"
Borderlands: The Pre-Sequel,"2K Australia,Gearbox Software,Aspyr (Mac),Aspyr (Linux)","2K,Aspyr (Mac),Aspyr (Linux),2K,Aspyr (Mac),Aspyr (Linux)","Co-op,FPS,Action,Comedy,Loot,RPG,Open World,Multiplayer,Shooter,Funny,Online Co-Op,First-Person,Space,Adventure,Sci-fi,Action RPG,Singleplayer,Memes,Atmospheric,Masterpiece","Single-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,RPG"
