user,top_1,top_2,top_3,top_4,top_5,top_6,top_7,top_8,top_9,top_10,top_11,top_12,top_13,top_14,top_15,top_16,top_17,top_18,top_19,top_20
5860071,NEOTOKYO,WormsReloaded,APBReloaded,SourceFilmmaker,StarWarsKnightsoftheOldRepublic,RedOrchestraOstfront4145,DarkSoulsPreparetoDieEdition,Warhammer40000DawnofWarIIChaosRising,JustCause2,Borderlands,PokerNightattheInventory,GuacameleeGoldEdition,OddworldAbesOddysee,BlacklightRetribution,MightMagicHeroesVI,MortalKombatKollection,DragonAgeOrigins,DragonAgeOriginsUltimateEdition,Defiance,CompanyofHeroesTalesofValor
5949488,Defiance,MortalKombatKollection,RedOrchestraOstfront4145,OddworldAbesOddysee,TeleglitchDieMoreEdition,PAYDAYTheHeist,DeadIslandEpidemic,Audiosurf,EndlessSpace,AdVentureCapitalist,AgeofChivalry,MountBladeWarband,StarWarsKnightsoftheOldRepublic,BatmanArkhamOrigins,SourceFilmmaker,Warhammer40000DawnofWarIIChaosRising,SuperMeatBoy,RiskofRain,CallofDutyAdvancedWarfareMultiplayer,WormsReloaded
5976642,CounterStrikeGlobalOffensive,Ricochet,CounterStrikeSource,Left4Dead,NoMoreRoominHell,DayZ,Portal,Trove,CallofDutyBlackOps,CallofDutyModernWarfare2Multiplayer,Borderlands2,HalfLife2Deathmatch,GarrysMod,DeathmatchClassic,CastleCrashers,Portal2,SeriousSam3BFE,DeadIslandRiptide,PlanetSide2,InfestationSurvivorStories
5990132,TotalWarROMEIIEmperorEdition,CrusaderKingsII,MountBladeWarband,EmpireTotalWar,Unturned,Arma2OperationArrowhead,NapoleonTotalWar,UniverseSandbox,DungeonDefenders,WarThunder,OrcsMustDie2,RisingStormRedOrchestra2Multiplayer,KerbalSpaceProgram,Tropico3SteamSpecialEdition,CallofDuty4ModernWarfare,Audiosurf,StarTrekOnline,Insurgency,MedievalIITotalWar,EastIndiaCompanyGold
6144819,ArmaColdWarAssault,Dota2,AliensvsPredator,Left4Dead,DontStarveTogetherBeta,DarkMessiahofMightMagicMultiPlayer,DontStarve,DCUniverseOnline,TheWitcher2AssassinsofKingsEnhancedEdition,TheWitcherEnhancedEdition,FINALFANTASYVII,Nosgoth,Warface,FTLFasterThanLight,XCOMEnemyUnknown,NoMoreRoominHell,CallofDutyModernWarfare3,ScribblenautsUnlimited,TeamFortressClassic,HitmanAbsolution
6252885,MountBladeWarband,DarkSoulsPreparetoDieEdition,RedOrchestraOstfront4145,JustCause2,ChivalryMedievalWarfare,OddworldAbesOddysee,EndlessSpace,MarvelHeroes2015,Warhammer40000DawnofWarIIRetribution,SniperElite3,OrcsMustDie2,WaroftheRoses,SakuraClicker,TheWitcher3WildHunt,BlacklightRetribution,Stronghold3,DungeonDefenders,TomClancysGhostReconPhantomsEU,DragonAgeOriginsUltimateEdition,Arma2OperationArrowhead
6439568,ArmaColdWarAssault,Ricochet,Left4Dead,MedievalIITotalWar,CounterStrikeConditionZero,KillingFloor,CallofDutyModernWarfare2Multiplayer,PokerNightattheInventory,CallofDutyBlackOpsMultiplayer,TheWitcher2AssassinsofKingsEnhancedEdition,RIFT,AgeofEmpiresIIICompleteCollection,SleepingDogs,OrcsMustDie,DeathmatchClassic,SaintsRow2,Dishonored,EuroTruckSimulator2,WAKFU,WargameEuropeanEscalation
6717871,7DaystoDie,SouthParkTheStickofTruth,FarCry3,SaintsRowIV,DungeonDefendersII,OrcsMustDie2,NapoleonTotalWar,ShadowrunReturns,TheStanleyParable,HalfLife2EpisodeOne,Warhammer40000SpaceMarine,MountBladeWithFireandSword,FEAR3,WarThunder,GunMonkeys,KillingFloorModDefenceAlliance2,CallofDutyAdvancedWarfareMultiplayer,MortalKombatKollection,PlantsvsZombiesGameoftheYear,BurnoutParadiseTheUltimateBox
6928806,NEOTOKYO,MarvelHeroes2015,Torchlight,Arma2,Warframe,TorchlightII,ZombiePanicSource,Besiege,DirtyBomb,JustCause2,SniperElite3,Defiance,MassEffect,MetroLastLight,RedOrchestraOstfront4145,StarWarsKnightsoftheOldRepublic,MortalKombatKollection,NaturalSelection2,WaroftheRoses,DarkSoulsPreparetoDieEdition
6979578,CounterStrikeGlobalOffensive,Ricochet,CounterStrikeSource,DayZ,SeriousSam3BFE,Rust,H1Z1,Trove,DeathmatchClassic,CastleCrashers,Dota2,GarrysMod,DeadIslandRiptide,AmericasArmyProvingGrounds,NoMoreRoominHell,Left4Dead,AgeofEmpiresIIICompleteCollection,Borderlands2,Portal,AceofSpades
7015471,NEOTOKYO,Anno2070,NaturalSelection2,Starbound,FootballManager2012,TotalWarSHOGUN2,TorchlightII,CompanyofHeroes,TeleglitchDieMoreEdition,TheBindingofIsaac,BioShock,StarboundUnstable,WolfensteinTheNewOrder,APBReloaded,MightMagicHeroesVI,SidMeiersCivilizationV,GameDevTycoon,SidMeiersCivilizationIV,PapersPlease,ARKSurvivalEvolved
7020135,NEOTOKYO,ArmaColdWarAssault,CounterStrikeSource,KillingFloor,Left4Dead,TheWitcher2AssassinsofKingsEnhancedEdition,Left4Dead2,TheElderScrollsVSkyrim,CallofDutyBlackOpsIIMultiplayer,Rust,DarkMessiahofMightMagicMultiPlayer,Portal2,CompanyofHeroesNewSteamVersion,DungeonDefendersII,WarThunder,SeriousSam3BFE,AlanWake,HalfLife2,Dishonored,CounterStrikeGlobalOffensive
7163917,DarkMessiahofMightMagicMultiPlayer,Left4Dead,PAYDAYTheHeist,AliensvsPredator,Dota2,PAYDAY2,Neverwinter,CallofDutyModernWarfare2Multiplayer,TheWitcher2AssassinsofKingsEnhancedEdition,FINALFANTASYVII,TitanQuest,DeadIsland,TheWitcher3WildHunt,DCUniverseOnline,Crysis2MaximumEdition,ShadowrunReturns,Borderlands2,ArmaColdWarAssault,Magicka,Awesomenauts
7203603,RedOrchestraOstfront4145,MightMagicHeroesVI,OddworldAbesOddysee,DarkSoulsPreparetoDieEdition,CompanyofHeroesOpposingFronts,AdVentureCapitalist,WaroftheRoses,DragonAgeOriginsUltimateEdition,DeadIsland,WolfensteinTheNewOrder,GuacameleeGoldEdition,MountBladeWarband,SidMeiersCivilizationV,ShadowrunReturns,Anno2070,JustCause2,StrongholdKingdoms,StarWarsTheForceUnleashedUltimateSithEdition,Sanctum,MedievalIITotalWarKingdoms
7249363,Dota2,CounterStrikeSource,PAYDAY2,Ricochet,CounterStrikeGlobalOffensive,PathofExile,Left4Dead2,CastleCrashers,AlienSwarm,Unturned,TorchlightII,HeroesGenerals,DontStarve,TheElderScrollsVSkyrim,CallofDutyModernWarfare2,DCUniverseOnline,SniperEliteV2,TotalWarSHOGUN2,Rust,CounterStrikeConditionZero
7273540,TheWalkingDead,Rust,AlienSwarm,GrandTheftAutoV,TomClancysGhostReconPhantomsNA,Dota2,Insurgency,H1Z1,FreeStyle2StreetBasketball,RedCrucibleFirestorm,SeriousSamHDTheSecondEncounter,CompanyofHeroes,TotalWarROMEIIEmperorEdition,CounterStrikeNexonZombies,PathofExile,AlanWake,JustCause,DontStarve,Neverwinter,InfestationSurvivorStories
7418489,Ricochet,CounterStrikeGlobalOffensive,Left4Dead,KillingFloor,AmericasArmyProvingGrounds,Rust,AceofSpades,HalfLife2,NoMoreRoominHell,CastleCrashers,DayZ,AgeofEmpiresIIICompleteCollection,SeriousSam3BFE,TomClancysGhostReconPhantomsNA,CounterStrikeConditionZero,DeadIslandRiptide,CounterStrikeConditionZeroDeletedScenes,Hammerwatch,DeathmatchClassic,Portal2
7431946,Borderlands,H1Z1TestServer,7DaystoDie,Fallout,FarCry3,ShadowrunReturns,Crysis2MaximumEdition,GunMonkeys,WormsReloaded,TheElderScrollsIIIMorrowind,StarWarsBattlefrontII,Warhammer40000DawnofWarIIChaosRising,MortalKombatKollection,AgeofEmpiresIIHDEdition,FEAR3,FINALFANTASYVII,CompanyofHeroesTalesofValor,HalfLifeDeathmatchSource,MedievalIITotalWarKingdoms,MiddleearthShadowofMordor
7440594,APBReloaded,BatmanArkhamCityGOTY,WormsReloaded,EastIndiaCompanyGold,AssassinsCreedIII,GuacameleeGoldEdition,Awesomenauts,StarWarsKnightsoftheOldRepublic,OddworldAbesOddysee,TheSwapper,MassEffect,Enclave,TheElderScrollsIVOblivion,AssassinsCreedRevelations,RealmoftheMadGod,Defiance,DragonAgeOrigins,PokerNightattheInventory,AmnesiaTheDarkDescent,DirtyBomb
7519923,NEOTOKYO,ArmaColdWarAssault,ChivalryMedievalWarfare,PathofExile,TeamFortress2,TeamFortressClassic,HitmanAbsolution,Dota2,DontStarve,AlienSwarm,SuperMondayNightCombat,Nosgoth,NaturalSelection2,TotalWarROMEIIEmperorEdition,FootballManager2015,DarkSoulsPreparetoDieEdition,Fallout,MarvelHeroes2015,GarrysMod,HeroesGenerals
7736384,Ricochet,SeriousSam3BFE,CounterStrikeSource,InfestationSurvivorStories,CastleCrashers,DeadIslandRiptide,DayZ,AgeofEmpiresIIICompleteCollection,DeathmatchClassic,CounterStrikeConditionZeroDeletedScenes,Dota2,HalfLife2Deathmatch,AgeofEmpiresIIHDEdition,Portal,SniperEliteV2,NoMoreRoominHell,SKILLSpecialForce2,AceofSpades,CallofDutyBlackOps,JustCause
7757631,CounterStrikeGlobalOffensive,CounterStrikeSource,Ricochet,DayZ,SeriousSam3BFE,DeathmatchClassic,Rust,CastleCrashers,Dota2,GarrysMod,Trove,DeadIslandRiptide,AmericasArmyProvingGrounds,Left4Dead,TheForest,AgeofEmpiresIIICompleteCollection,Portal,H1Z1,InfestationSurvivorStories,CallofDutyModernWarfare2Multiplayer
7907686,Magicka,DeadIsland,Defiance,ClickerHeroes,ShadowrunReturns,OddworldAbesOddysee,DCUniverseOnline,EmpireTotalWar,BITTRIPRUNNER,CompanyofHeroesOpposingFronts,WarlockMasteroftheArcane,MountBladeWarband,SpaceEngineers,Sanctum2,TheWitcher3WildHunt,CallofDutyModernWarfare3,PokerNightattheInventory,Sanctum,ThisWarofMine,Tropico3SteamSpecialEdition
7955670,Dota2,NoMoreRoominHell,Left4Dead,Unturned,Ricochet,HalfLife2Deathmatch,AliensvsPredator,Borderlands2,PAYDAY2,DontStarve,GarrysMod,CounterStrikeSource,CallofDutyBlackOps,MortalKombatKompleteEdition,DontStarveTogetherBeta,CastleCrashers,DinoDDay,DCUniverseOnline,PAYDAYTheHeist,RomeTotalWar
8013465,NEOTOKYO,ArmaColdWarAssault,Arma2OperationArrowhead,CounterStrikeGlobalOffensive,GarrysMod,CallofDutyWorldatWar,DeathmatchClassic,RedOrchestraOstfront4145,EastIndiaCompanyGold,JustCause2,HalfLife2EpisodeOne,OddworldAbesOddysee,MortalKombatKollection,TheBindingofIsaac,ZombiesMonstersRobots,H1Z1,Defiance,BatmanArkhamOrigins,Elsword,BrickForce
8100868,NEOTOKYO,DeathmatchClassic,CounterStrikeGlobalOffensive,Arma2OperationArrowhead,GarrysMod,Left4Dead,Trove,Elsword,TheBindingofIsaac,NapoleonTotalWar,ZombiesMonstersRobots,CallofDutyWorldatWar,CallofDutyAdvancedWarfareMultiplayer,CounterStrikeSource,Defiance,RedOrchestraOstfront4145,MortalKombatKollection,CallofDutyBlackOpsIIZombies,HalfLife2EpisodeOne,FarCry3
8259307,Left4Dead2,Audiosurf,GarrysMod,ArcheAge,Warface,CallofDutyBlackOps,Blender276b,StarWarsBattlefrontII,NoMoreRoominHell,Borderlands,HeroesGenerals,Warhammer40000DawnofWarIIRetribution,ZombiePanicSource,DarkSoulsPreparetoDieEdition,BattlefieldBadCompany2,NaturalSelection2,Fallout,TheBindingofIsaac,DirtyBomb,Warframe
8311704,HalfLife2,NEOTOKYO,HalfLife2EpisodeOne,Portal,SidMeiersCivilizationV,NaturalSelection2,KillingFloor,TotalWarSHOGUN2,Portal2,KerbalSpaceProgram,SidMeiersCivilizationIV,CallofDutyModernWarfare2,Anno2070,PlanetaryAnnihilation,DeusExHumanRevolutionDirectorsCut,Hammerwatch,Starbound,DungeonDefenders,Sacred2Gold,PlantsvsZombiesGameoftheYear
8542204,TheWitcher2AssassinsofKingsEnhancedEdition,TorchlightII,Torchlight,ShadowrunReturns,GuacameleeGoldEdition,RisingStormRedOrchestra2Multiplayer,APBReloaded,TheSwapper,TheElderScrollsIIIMorrowind,Left4Dead2,PokerNightattheInventory,DragonAgeOrigins,WAKFU,JustCause2,FINALFANTASYVII,AmericasArmy3,Magicka,theHunter,TheWitcherEnhancedEdition,TheElderScrollsIVOblivion
8585433,NEOTOKYO,ArmaColdWarAssault,TeleglitchDieMoreEdition,WAKFU,HeroesGenerals,CallofDutyModernWarfare2Multiplayer,Torchlight,ZombiePanicSource,SuperMeatBoy,RisingStormRedOrchestra2Multiplayer,FootballManager2009,theHunter,DayofDefeatSource,PAYDAYTheHeist,Contagion,SeriousSam3BFE,Awesomenauts,GoatSimulator,KerbalSpaceProgram,APBReloaded
8763960,CounterStrike,CounterStrikeGlobalOffensive,CounterStrikeSource,SeriousSam3BFE,Dota2,Ricochet,CastleCrashers,Rust,DeadIslandRiptide,AmericasArmyProvingGrounds,JustCause,KillingFloor,MafiaII,H1Z1,SKILLSpecialForce2,AceofSpades,HitmanAbsolution,CounterStrikeConditionZeroDeletedScenes,AgeofEmpiresIIICompleteCollection,EverlastingSummer
8776918,ArmaColdWarAssault,CallofDutyWorldatWar,RedOrchestraOstfront4145,Anno2070,WAKFU,7DaystoDie,CompanyofHeroes,WaroftheRoses,MightMagicHeroesVI,WarThunder,NEOTOKYO,FootballManager2009,CommandandConquerRedAlert3Uprising,PlanetaryAnnihilation,FootballManager2012,OrcsMustDie,SpaceEngineers,ShadowrunReturns,Sanctum,AdVentureCapitalist
8784496,NEOTOKYO,APBReloaded,Warhammer40000DawnofWarIIChaosRising,Fallout,ShadowrunReturns,RedOrchestraOstfront4145,MightMagicHeroesVI,H1Z1TestServer,MountBladeWarband,GuacameleeGoldEdition,TheSwapper,DragonAgeOrigins,DragonAgeOriginsUltimateEdition,WaroftheRoses,CompanyofHeroesTalesofValor,AmericasArmy3,CompanyofHeroes2,MortalKombatKollection,CompanyofHeroesOpposingFronts,GalacticCivilizationsIIUltimateEdition
8795607,JustCause2,DungeonDefendersII,GuacameleeGoldEdition,FarCry3,BorderlandsThePreSequel,ShadowrunReturns,WormsReloaded,MortalKombatKollection,RedOrchestraOstfront4145,TheWitcher2AssassinsofKingsEnhancedEdition,OrcsMustDie2,MightMagicHeroesVI,Warhammer40000DawnofWarIIChaosRising,SpaceEngineers,CompanyofHeroes2,WolfensteinTheNewOrder,Psychonauts,TheElderScrollsIIIMorrowind,WargameEuropeanEscalation,CompanyofHeroes
8949216,GrandTheftAutoIV,SidMeiersCivilizationV,Hitman2SilentAssassin,RedOrchestraOstfront4145,Defiance,DarkSoulsPreparetoDieEdition,Hammerwatch,DungeonDefenders,Darksiders,Tropico4,InsurgencyModernInfantryCombat,DragonAgeOriginsUltimateEdition,KillingFloor,Arma2OperationArrowhead,MortalKombatKollection,SidMeiersCivilizationIV,FalloutNewVegas,STARWARSKnightsoftheOldRepublicIITheSithLords,TheForest,EastIndiaCompanyGold
9128105,APBReloaded,Warface,JustCause2,Unturned,BatmanArkhamCityGOTY,MightMagicHeroesVI,HeroesGenerals,FTLFasterThanLight,TwoWorldsEpicEdition,WaroftheRoses,StarWarsRepublicCommando,FootballManager2012,GameDevTycoon,GuacameleeGoldEdition,TheElderScrollsIVOblivion,TheWitcherEnhancedEdition,PokerNightattheInventory,WormsReloaded,DontStarveTogetherBeta,OrcsMustDie2
9134079,NEOTOKYO,CallofDutyBlackOpsMultiplayer,CallofDutyWorldatWar,CallofDutyBlackOpsIIMultiplayer,ArmaColdWarAssault,DayZ,CallofDutyModernWarfare3Multiplayer,DirtyBomb,CallofDutyAdvancedWarfareMultiplayer,BattlefieldBadCompany2,Borderlands2,GrandTheftAutoV,CallofDutyBlackOps,AliensvsPredator,Torchlight,HitmanAbsolution,SpaceEngineers,CounterStrike,CompanyofHeroesNewSteamVersion,WAKFU
9180659,ARKSurvivalEvolved,Arma3,Arma2,NEOTOKYO,DontStarveTogetherBeta,JustCause2,DayZ,MountBladeWarband,CompanyofHeroes2,WargameEuropeanEscalation,RIFT,ArmaColdWarAssault,Banished,DarkMessiahofMightMagicSinglePlayer,DCSWorld,OperationFlashpointDragonRising,StarWarsEmpireatWarGold,TheWitcher2AssassinsofKingsEnhancedEdition,BattlefieldBadCompany2,CommandandConquerRedAlert3Uprising
9209946,CounterStrikeGlobalOffensive,Borderlands2,TheBindingofIsaac,CallofDutyWorldatWar,Spore,Besiege,GarrysMod,EuropaUniversalisIV,InfestationSurvivorStories,DeathmatchClassic,TheElderScrollsVSkyrim,DeadIslandEpidemic,DayZ,H1Z1,ARKSurvivalEvolved,SeriousSam3BFE,TeamFortress2,TheElderScrollsIVOblivion,CallofDutyGhostsMultiplayer,CallofDutyAdvancedWarfareMultiplayer
9245216,MetroLastLight,JustCause2,Dishonored,Metro2033,DarkMessiahofMightMagicMultiPlayer,AliensvsPredator,RealmoftheMadGod,TheElderScrollsIVOblivion,RAGE,CompanyofHeroesNewSteamVersion,TheWitcher2AssassinsofKingsEnhancedEdition,TeamFortress2,DarksidersII,SpiralKnights,AmnesiaTheDarkDescent,Bastion,Thief,RisingStormRedOrchestra2Multiplayer,Borderlands,MaxPayne3
9544834,ArmaColdWarAssault,CounterStrikeGlobalOffensive,Ricochet,CounterStrikeSource,DayZ,Dota2,SeriousSam3BFE,Left4Dead,CastleCrashers,DeathmatchClassic,H1Z1,Borderlands2,AmericasArmyProvingGrounds,PAYDAY2,Rust,InfestationSurvivorStories,AceofSpades,CallofDutyModernWarfare2Multiplayer,HalfLife2Deathmatch,TheForest
9563573,WAKFU,ArcheAge,FalloutNewVegas,OrcsMustDie,ArmaColdWarAssault,SouthParkTheStickofTruth,Borderlands,FarCry3,Fallout,TheWitcher2AssassinsofKingsEnhancedEdition,ShadowrunReturns,TheBindingofIsaac,InsurgencyModernInfantryCombat,SuperMeatBoy,RomeTotalWar,Anno2070,DarkSoulsPreparetoDieEdition,BlacklightRetribution,Awesomenauts,FEARPerseusMandate
9740704,CounterStrikeGlobalOffensive,DeathmatchClassic,CounterStrikeSource,CallofDutyWorldatWar,Arma2OperationArrowhead,CallofDutyAdvancedWarfareMultiplayer,GarrysMod,TheForest,CallofDutyGhostsMultiplayer,MedievalIITotalWar,HalfLife2EpisodeOne,AmericasArmyProvingGrounds,Trove,AgeofEmpiresIIICompleteCollection,Besiege,Borderlands2,DayZ,BrickForce,TotalWarSHOGUN2,SeriousSam3BFE
9823354,ArmaColdWarAssault,NEOTOKYO,Starbound,MightMagicHeroesVI,Neverwinter,H1Z1TestServer,LANoire,NaturalSelection2,WaroftheRoses,PokerNightattheInventory,RedFactionGuerrillaSteamEdition,PapersPlease,OperationFlashpointDragonRising,CommandandConquerRedAlert3Uprising,SidMeiersCivilizationIV,CompanyofHeroes,KingdomsofAmalurReckoning,GameDevTycoon,DarkMessiahofMightMagicMultiPlayer,HitmanBloodMoney
9845449,Portal,HalfLife2,Ricochet,CounterStrikeSource,TeamFortress2,Left4Dead,CallofDutyBlackOpsIIMultiplayer,Left4Dead2,KillingFloor,BattlefieldBadCompany2,CallofDutyModernWarfare3Multiplayer,CrysisWars,JustCause2,WargameEuropeanEscalation,NoMoreRoominHell,Terraria,FEARExtractionPoint,GrandTheftAutoV,Borderlands,CallofDutyBlackOpsIIZombies
9946133,CounterStrikeGlobalOffensive,CounterStrike,Ricochet,KillingFloor,AmericasArmyProvingGrounds,Rust,DeathmatchClassic,Trove,HalfLife2,TomClancysGhostReconPhantomsNA,AceofSpades,Arma2OperationArrowhead,GrandTheftAutoIV,Hammerwatch,TotalWarSHOGUN2,CallofDutyBlackOpsIIMultiplayer,GrandTheftAutoEpisodesfromLibertyCity,DayZ,NapoleonTotalWar,NoMoreRoominHell
10095386,CounterStrikeGlobalOffensive,Left4Dead,CounterStrike,Ricochet,KillingFloor,Rust,AmericasArmyProvingGrounds,Arma3,CounterStrikeConditionZero,DayZ,MedievalIITotalWar,AgeofEmpiresIIICompleteCollection,TomClancysGhostReconPhantomsNA,TheForest,DeadIslandRiptide,CallofDutyBlackOpsIIMultiplayer,GrandTheftAutoIV,CallofDutyBlackOpsMultiplayer,Arma2OperationArrowhead,PAYDAYTheHeist
10144504,HalfLife2EpisodeOne,JustCause2,HalfLife2,MightMagicHeroesVI,RedOrchestraOstfront4145,TheElderScrollsVSkyrim,Portal2,APBReloaded,GuacameleeGoldEdition,SpaceEngineers,SourceFilmmaker,WargameEuropeanEscalation,Portal,Warhammer40000DawnofWarIIChaosRising,WormsReloaded,OrcsMustDie,TheWitcher2AssassinsofKingsEnhancedEdition,ShadowrunReturns,Darksiders,CommandandConquerRedAlert3Uprising
10162301,TotalWarROMEIIEmperorEdition,PrisonArchitect,OddworldAbesOddysee,NapoleonTotalWar,NEOTOKYO,TotalWarSHOGUN2,MountBladeWarband,Arma2OperationArrowhead,MightMagicHeroesVI,RIFT,Insurgency,Warhammer40000DawnofWarIIRetribution,DeathmatchClassic,Stronghold3,KerbalSpaceProgram,HalfLifeDeathmatchSource,RocketLeague,StarWarsBattlefrontII,EastIndiaCompanyGold,Audiosurf
10181060,Portal2,HalfLife2EpisodeTwo,KillingFloor,HalfLife2Deathmatch,CounterStrikeSource,Ricochet,Hammerwatch,Loadout,Portal,Robocraft,HalfLife2EpisodeOne,CallofDutyBlackOpsIIMultiplayer,HAWKEN,BattlefieldBadCompany2,CallofDutyModernWarfare3,CastleCrashers,EmilyisAway,RomeTotalWar,FEARExtractionPoint,Nosgoth
10216256,JustCause2,APBReloaded,HalfLife2EpisodeOne,MightMagicHeroesVI,RedOrchestraOstfront4145,GuacameleeGoldEdition,Defiance,SourceFilmmaker,OddworldAbesOddysee,StarWarsKnightsoftheOldRepublic,MortalKombatKollection,WormsReloaded,Warhammer40000DawnofWarIIChaosRising,MountBladeWarband,Arma2OperationArrowhead,NEOTOKYO,AssassinsCreedII,OrcsMustDie,BatmanArkhamOrigins,Darksiders
10218563,Warhammer40000DawnofWarIIRetribution,MountBladeWarband,Anno2070,AdVentureCapitalist,MortalKombatKollection,RIFT,MightMagicHeroesVI,GunMonkeys,KerbalSpaceProgram,Warhammer40000DawnofWarIIChaosRising,WarThunder,PrisonArchitect,RiskofRain,DungeonDefenders,OperationFlashpointDragonRising,Borderlands,RedOrchestraOstfront4145,Sacred2Gold,MassEffect2,FEARPerseusMandate
10253354,Dota2,Unturned,PAYDAY2,CallofDutyModernWarfare3,DCUniverseOnline,NEOTOKYO,Magicka,CallofDutyModernWarfare2,Warhammer40000DawnofWarIIRetribution,CastleCrashers,JustCause,HalfLife2Deathmatch,AlienSwarm,DungeonDefenders,TheWitcherEnhancedEdition,ARKSurvivalEvolved,NaturalSelection2,SpiralKnights,FootballManager2009,Arma2
10302000,AlienSwarm,HitmanAbsolution,PatchtestingforChivalry,FootballManager2012,ChivalryMedievalWarfare,TotalWarROMEIIEmperorEdition,WarThunder,MountBladeWarband,OddworldAbesOddysee,OrcsMustDie2,SakuraClicker,RedOrchestraOstfront4145,NapoleonTotalWar,EastIndiaCompanyGold,MortalKombatKollection,MightMagicHeroesVI,FracturedSpace,Magicka,CallofDutyAdvancedWarfare,GuacameleeGoldEdition
10385370,ArmaColdWarAssault,FalloutNewVegas,TheForest,RedOrchestraOstfront4145,DungeonDefendersII,CommandandConquerRedAlert3Uprising,Anno2070,WAKFU,Starbound,TheWitcher2AssassinsofKingsEnhancedEdition,TorchlightII,TotalWarSHOGUN2,DeadIsland,WolfensteinTheNewOrder,LegendofGrimrock,MountBladeWarband,ShadowrunReturns,Torchlight,OrcsMustDie,CompanyofHeroesOpposingFronts
10450544,CounterStrikeSource,SuperMondayNightCombat,PAYDAYTheHeist,NoMoreRoominHell,WormsReloaded,DontStarveTogetherBeta,Arma2OperationArrowhead,GrandTheftAutoEpisodesfromLibertyCity,TeamFortress2,SpaceEngineers,AgeofEmpiresIIHDEdition,AlienSwarm,RIFT,SniperEliteV2,PokerNightattheInventory,GunsofIcarusOnline,SpeedRunners,DeathmatchClassic,DeadIslandRiptide,AliensvsPredator
10478285,Ricochet,CounterStrikeGlobalOffensive,CounterStrike,KillingFloor,Left4Dead,AmericasArmyProvingGrounds,Rust,AceofSpades,NoMoreRoominHell,DayZ,HalfLife2Deathmatch,CounterStrikeConditionZero,Unturned,CastleCrashers,RomeTotalWar,TomClancysGhostReconPhantomsNA,Hammerwatch,CallofDutyBlackOpsIIMultiplayer,SeriousSam3BFE,PlanetSide2
10595342,Portal2,CounterStrikeSource,KillingFloor,HalfLife2EpisodeTwo,HalfLife2Deathmatch,Hammerwatch,Ricochet,Loadout,HalfLife2EpisodeOne,CallofDutyBlackOpsIIMultiplayer,Borderlands,Robocraft,RomeTotalWar,NoMoreRoominHell,BurnoutParadiseTheUltimateBox,CallofDutyModernWarfare2,RAGE,CastleCrashers,TomClancysGhostReconPhantomsNA,DirtyBomb
10599862,RIFT,StarTrekOnline,DarkMessiahofMightMagicMultiPlayer,PatchtestingforChivalry,TotalWarROMEIIEmperorEdition,TheBindingofIsaacRebirth,OperationFlashpointDragonRising,AgeofEmpiresIIHDEdition,PlanetaryAnnihilation,PrisonArchitect,OddworldAbesOddysee,CallofDutyModernWarfare3,WAKFU,Sanctum,DontStarveTogetherBeta,CounterStrikeConditionZero,Trine,Insurgency,HitmanSniperChallenge,Stronghold3
10714039,CounterStrikeSource,Portal2,HalfLife2EpisodeTwo,Left4Dead2,Ricochet,HalfLife2EpisodeOne,HalfLife2Deathmatch,KillingFloor,Portal,Hammerwatch,Robocraft,TeamFortress2,Left4Dead,CallofDutyBlackOpsIIMultiplayer,Loadout,Borderlands,NapoleonTotalWar,BattlefieldBadCompany2,CallofDutyModernWarfare2,Unturned
10856494,Portal,CallofDutyBlackOpsIIMultiplayer,FEARExtractionPoint,EuroTruckSimulator2,Ricochet,CallofDutyBlackOpsIIZombies,HalfLife2,Hammerwatch,JustCause2,KillingFloor,SeriousSam3BFE,DeadIslandRiptide,AceofSpades,LIMBO,SpeedRunners,HalfLife2EpisodeTwo,TERA,DirtyBomb,BurnoutParadiseTheUltimateBox,FarCry3
